epoch,accuracy,loss,val_accuracy,val_loss
0,0.44727373123168945,1.2824311256408691,0.530259370803833,1.0965733528137207
1,0.6246886253356934,0.927467405796051,0.5763688683509827,1.0804301500320435
2,0.6938831806182861,0.7871285080909729,0.5994236469268799,1.0485535860061646
3,0.7223913669586182,0.6900315284729004,0.5273775458335876,1.1523767709732056
4,0.7652919888496399,0.6153556108474731,0.5734870433807373,1.1370502710342407
5,0.7907556295394897,0.5368207097053528,0.6023054718971252,1.1836705207824707
6,0.8159424066543579,0.4881620705127716,0.5821325778961182,1.228489637374878
7,0.8322723507881165,0.4458419680595398,0.5878962278366089,1.2867310047149658
8,0.8643786311149597,0.37128546833992004,0.5850144028663635,1.4031981229782104
9,0.8610572814941406,0.3633262515068054,0.5821325778961182,1.3778014183044434
10,0.8928868174552917,0.29107466340065,0.579250693321228,1.4061552286148071
11,0.895101010799408,0.27998992800712585,0.5936599373817444,1.510263442993164
12,0.9111541509628296,0.2396695464849472,0.5706051588058472,1.6068015098571777
13,0.920011043548584,0.21637636423110962,0.579250693321228,1.660923719406128
14,0.9233323931694031,0.2152019590139389,0.5706051588058472,1.8221250772476196
15,0.9355106353759766,0.1901305764913559,0.5619596838951111,1.8450790643692017
16,0.9421533346176147,0.1587628871202469,0.5734870433807373,1.9376912117004395
17,0.9432604312896729,0.16172580420970917,0.5706051588058472,1.9080750942230225
18,0.9474121332168579,0.14505448937416077,0.590778112411499,1.9641075134277344
19,0.9529476761817932,0.13668382167816162,0.5533141493797302,2.118896245956421
20,0.9551619291305542,0.13696788251399994,0.5648415088653564,2.114065647125244
21,0.9601439237594604,0.11809327453374863,0.5648415088653564,2.2944674491882324
22,0.9629117250442505,0.10797830671072006,0.5475504398345947,2.3559112548828125
23,0.9609742760658264,0.11828935146331787,0.5504322648048401,2.3669538497924805
24,0.9526709318161011,0.12979727983474731,0.5936599373817444,2.010762929916382
